Domain,IP,User Name,Email,Start Date,Disk Partition,Quota,Disk Space Used,Package,Theme,Owner,Server,Unix Startdate,Disk Space Used (bytes),Quota (bytes),Is Suspended, Suspension Date, Suspension Locked, Suspension Reason, Upgrade Opportunities
sistemasgi.com.br,162.214.206.251,sistemsg,assistencia@litoralcar.com.br,2021-07-20 15:06,home,50,3,crici470_1GB,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1626804412,3996,51200,,,,,
soarveiculos.com.br,162.214.206.251,soarv555,assistencia@litoralcar.com.br,2020-09-23 08:12,home,500,67,undefined,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1600859528,69249,512000,,,,,
stiasantos.com.br,162.214.206.251,stiasant,assistencia@litoralcar.com.br,2014-07-15 08:21,home,1150,667,undefined,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1405423298,683400,1177600,,,,,
studiohomecar.com.br,162.214.206.251,studi362,assistencia@litoralcar.com.br,2023-02-09 16:40,home,500,33,crici470_1GB,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1675971658,34041,512000,,,,,
stylomultimarcas.com.br,162.214.206.251,stylomultimarcas,assistencia@litoralcar.com.br,2015-02-24 10:37,home,1000,386,crici470_1GB,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1424785062,396018,1024000,,,,,
supermottos.com,162.214.206.251,supermottos,assistencia@litoralcar.com.br,2021-07-20 16:33,home,500,130,crici470_1GB,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1626809632,133530,512000,,,,,
sw4camionetas.com.br,162.214.206.251,sw4cam,assistencia@litoralcar.com.br,2021-04-20 08:35,home,1000,192,crici470_1GB,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1618918545,196949,1024000,,,,,
t1incorporadora.com.br,162.214.206.251,t1incorp,assistencia@litoralcar.com.br,2021-01-28 15:52,home,3500,2582,crici470_5GB,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1611859954,2644033,3584000,,,,,
tecelagemrosana.com.br,162.214.206.251,tecelage,assistencia@litoralcar.com.br,2021-07-20 13:53,home,1200,412,crici470_500MB,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1626800013,422462,1228800,,,,,
technovidros.com.br,162.214.206.251,technovi,registro@litoralcar.com.br,2021-01-26 10:13,home,200,102,crici470_200MB,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1611666806,104748,204800,,,,,
teste54.litoralcar.com.br,162.214.206.251,internetwork,,2022-05-16 09:05,home,250,6,Reseller Example,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1652702706,6344,256000,,,,,
testoniveiculos.com.br,162.214.206.251,wtesto170,assistencia@litoralcar.com.br,2021-02-25 15:43,home,500,51,crici470_1GB,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1614278635,52686,512000,1,2023-11-01 11:36,,Financeiro,
thiagoautomoveisjlle.com.br,162.214.206.251,thiagoautomoveis,assistencia@litoralcar.com.br,2020-02-03 08:20,home,800,106,crici470_1GB,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1580728823,109238,819200,,,,,
thumb.net.br,162.214.206.251,thumb,"maiconrodrigooliveira@gmail.com, luizzhenrike@hotmail.com",2018-09-28 11:08,home,10000,5961,undefined,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1538143693,6104936,10240000,,,,,This account has reached the fixed block count 5120000.
tonicenter.com.br,162.214.206.251,sistoni,assistencia@litoralcar.com.br,2021-01-28 16:52,home,5000,3197,crici470_5GB,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1611863520,3274041,5120000,,,,,
topclassveiculos.com.br,162.214.206.251,topclassveiculos,assistencia@litoralcar.com.br,2020-02-18 09:12,home,1000,917,crici470_1GB,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1582027963,939942,1024000,,,,,This account has used 92% of its disk quota.
topvelmultimarcas.com.br,162.214.206.251,topve654,assistencia@litoralcar.com.br,2022-02-16 14:36,home,1000,133,crici470_1GB,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1645033017,136511,1024000,,,,,
totalsulimport.com.br,162.214.206.251,totalsulimport,assistencia@litoralcar.com.br,2021-04-20 08:08,home,200,125,crici470_200MB,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1618916933,128677,204800,,,,,
touromultimarcas.com.br,162.214.206.251,touro157,assistencia@litoralcar.com.br,2021-11-19 10:23,home,250,85,crici470_1GB,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1637328212,87909,256000,,,,,This account used 79% of its bandwidth quota last month.
trevoautomoveissc.com.br,162.214.206.251,trevocom,assistencia@litoralcar.com.br,2021-02-23 15:38,home,250,90,crici470_1GB,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1614105507,92849,256000,,,,,
v8multimarcassc.com.br,162.214.206.251,v8multimarcasscc,assistencia@litoralcar.com.br,2021-04-20 08:18,home,1000,541,crici470_1GB,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1618917522,554946,1024000,,,,,
valentimcaminhoes.com.br,162.214.206.251,valentim,assistencia@litoralcar.com.br,2013-09-11 15:53,home,2000,1353,crici470_5GB,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1378925602,1385983,2048000,,,,,
vanioautomoveis.com.br,162.214.206.251,vanio819,assistencia@litoralcar.com.br,2021-01-13 08:10,home,1093,148,crici470_1GB,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1610536257,152300,1119232,,,,,
vigilmonitoramento.com.br,162.214.206.251,vigil,assistencia@litoralcar.com.br,2021-01-28 14:25,home,1000,165,crici470_1GB,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1611854757,169427,1024000,,,,,This account has used 79% of its bandwidth quota for this month. This account exceeded its bandwidth quota last month.
villecarautomoveis.com.br,162.214.206.251,villecarautomove,assistencia@litoralcar.com.br,2020-03-16 10:51,home,1000,72,crici470_1GB,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1584366717,74327,1024000,,,,,This account used 75% of its bandwidth quota last month.
vinhosdeadega.com.br,162.214.206.251,vinho131,assistencia@litoralcar.com.br,2020-10-20 13:33,home,220,45,crici470_200MB,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1603211581,46108,225280,,,,,
waldrigues.com.br,162.214.206.251,waldrigu,assistencia@litoralcar.com.br,2014-03-05 17:18,home,1500,978,undefined,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1394050690,1001960,1536000,,,,,
wamacobrancas.com.br,162.214.206.251,wamacobrancas,assistencia@litoralcar.com.br,2021-02-02 20:44,home,1500,1058,crici470_5GB,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1612309477,1083414,1536000,,,,,
xcarautomoveis.com.br,162.214.206.251,xcara995,assistencia@litoralcar.com.br,2020-09-08 11:33,home,750,123,undefined,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1599575602,126187,768000,,,,,
zucco.ind.br,162.214.206.251,zuccoind,assistencia@litoralcar.com.br,2014-04-11 11:40,home,5000,2148,undefined,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1397227246,2200536,5120000,,,,,
zuccoequipamentosceramicos.com.br,162.214.206.251,zuccoeq,assistencia@litoralcar.com.br,2014-01-23 11:34,home,200,26,undefined,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1390484073,27314,204800,,,,,
zuccoseguros.com.br,162.214.206.251,zuccoseg,assistencia@litoralcar.com.br,2021-01-25 16:43,home,1000,860,crici470_1GB,jupiter,crici470,dedi-10414352.criciumaautos.com.br,1611603785,881600,1024000,,,,,This account has used 86% of its disk quota.
